Date,Regime_0,Regime_1,Regime_2
2023-06-09,0.007005085342727,0.9929949111200838,3.538627164249751e-09
2023-06-12,0.9923945926751944,0.007605381184607941,2.6140810329208822e-08
2023-06-13,0.007421346406998999,0.9925786511065336,2.487280514472032e-09
2023-06-14,0.992145210425316,0.007854781693208133,7.879942727156525e-09
2023-06-15,0.007638590923793089,0.9923613840821717,2.4993908500948062e-08
2023-06-16,0.9920041877233949,0.007995807619709982,4.6565071482921235e-09
2023-06-19,0.007905701135141134,0.9920942940606964,4.804094751223369e-09
2023-06-20,0.9913432698426918,0.00865672253122967,7.624272209060721e-09
2023-06-21,0.008581079418096202,0.9914189197821972,7.994483471460965e-10
2023-06-22,0.9905151981999298,0.00948478317273129,1.862684399921167e-08
2023-06-23,0.009475429651912405,0.9905245678297576,2.5165610725063075e-09
2023-06-26,0.989884050059746,0.010115942368539313,7.57076216297618e-09
2023-06-27,0.009999523389834584,0.9900004758091425,8.022913450555002e-10
2023-06-28,0.9895424376779254,0.010457560464143796,1.8589206887033727e-09
2023-06-30,0.010077440314238838,0.9899225563490186,3.3364959628877276e-09
2023-07-03,0.9894006621070917,0.01059932984501426,8.04825370858059e-09
2023-07-04,0.010284381048831722,0.9897156156188777,3.3323996492453793e-09
2023-07-05,0.9893925224116611,0.010607436658053523,4.092941635722012e-08
2023-07-06,0.010149312610944698,0.9898506665396971,2.0848305428317675e-08
2023-07-07,0.9896043299199034,0.010395597186635096,7.289352020764887e-08
2023-07-10,0.010139665456270427,0.9898602981287037,3.641645844981578e-08
2023-07-11,0.9893834087574233,0.010616568798376929,2.2442590214491784e-08
2023-07-12,0.010351009905770871,0.989648980138674,9.953967297534546e-09
2023-07-13,0.9892909405476801,0.010709044754829354,1.4696020162223945e-08
2023-07-14,0.010298209290298763,0.9897017780515812,1.2659135445370165e-08
2023-07-17,0.9892889483664404,0.010711043404610765,8.229966257722077e-09
2023-07-18,0.010337092279626616,0.9896628973172867,1.0402722647758874e-08
2023-07-19,0.9890317715892064,0.01096822398700254,4.422774396792568e-09
2023-07-20,0.010891138287313973,0.9891088607548598,9.586572520235038e-10
2023-07-21,0.9886309596415357,0.011368324671234371,7.156885867290656e-07
2023-07-24,0.011402095357195398,0.9885978981710948,6.472477008612952e-09
2023-07-25,0.9870162322993469,0.01298364290710563,1.2479475865262144e-07
2023-07-26,0.013131576355205224,0.9868684206191446,3.025678990878071e-09
2023-07-27,0.9834270388864093,0.01657277582682821,1.8528663166447905e-07
2023-07-28,0.01673408934836588,0.983265876590815,3.4061910316287114e-08
2023-07-31,0.9809953366801837,0.01900458167607336,8.164423844138011e-08
